identifier,Title (Sindhi),Author (English),Year,Author (Sindhi),Title (English),Publisher,Language,Thumbnail,Link
san2020-142,بي انت خوشيءَ جي مملڪت,Arundhati Roy,2019,ارونڌتي راءِ (سنڌيڪار ڊاڪٽر پارس نواز),Bey Ant Khushia jee Mumlikat,Roshni Publication. Kandiaro.,sindhi,,
san2020-154,گلن جي بغاوت (ڪهاڻيون),Saadat Hasan Manto,1984,سعادت حسن منٽو,Gulan jee baghavat,"Rabel Publications, Larkano.",sindhi,,
san2020-157,شيخ اياز جلد 3 (شاعري),Shaikh Ayaz,2009,شيخ اياز,Shaikh Ayaz Vol: 3 (Poetry),"Sindhica Academy, Karachi.",sindhi,,
san2020-180,شبنم شبنم ڪنول ڪنول,Naseem Ahmed Kharal,1966,نسيم احمد کرل,Shabnam Shabnam Kanwal Kanwal,"Adaara Adab Nau, Hyderabad.",sindhi,,
san_0137,سرمد شهيد,Dr. Jeet Singh Seetal,2003,ڊاڪٽر جيت سنگھ سيتل (سنڌيڪار ستار پيرزادو),Sarmad Shaheed,"Sindh Adabi Academy, Karachi.",sindhi,,
san_0160,سورهيہ مرين سوڀ کي,Syed Zain Shah,2015,سيد زين شاھہ,Sooriha mareen sobha khe,Sindh United Party,sindhi,,
san_0531,شاه جو رسالو (جلد ٻئو) (مرتب ٻانهون خان شيخ),Shah Abdul Lateef,2000,شاه عبداللطيف ڀٽائي (مرتب ٻانهون خان شيخ),Shah jo Risalo (Volume II),"Shah Abdul Latif Chair, Karachi.",sindhi,,
san_0551,شاھ لطيف جي شاعري,Dr. Tanveer Abbasi,2015,تنوير عباسي,Shah Lateef jee Shairi,"Roshni Publication, Kandiaro",sindhi,,
san_0776,خط، انٽرويو ۽ تقريرون (ڀاڱو ٻيو): خط، انٽرويو، تقريرون، خاڪو ۽ مهاڳ,Shaikh Ayaz,1991,شيخ اياز,"Khat, Interview ain Taqreeroon",New Fields Publications,sindhi,,
san_0787,منهنجي حياتيءَ جا سونا روپا ورق (آتم ڪٿا),Popati Hiranandani,1993,پوپٽي هيراننداڻي,Munhiji hayatia jaa sona roopa warq,"Sindhi Sahat Ghar, Hyderabad.",sindhi,,
san2020-284,ڪراچيءَ جا لافاني ڪردار (ڀاڱو 1),Gul Hassan Kalmati,2012,گل حسن ڪلمتي,Karachia Jaa Lafani Kirdar (Vol. 1),"Naon Niyapo Academy, Karachi.",sindhi,,
san2020-289,حر گوريلا جنگ 2000,H. T. Lambrick,2000,ايڇ ٽي لئمبرڪ (سنڌيڪار: عطا محمد ڀنڀرو),"Hur Gorila Jang [Original title ""The Terrorist"")","New Fields Publications, Hyderabad.",sindhi,,
san2020-290,قلندر لعل سيوهاڻي,Nawaz Ali Shauq,2012,نواز علي شوق,Qalandar Laal SevhaaNi,"Culture Department Government of Sindh, Karachi.",sindhi,,
san2020-291,تازن معرڪن جي تاريخ (تاريخ تازه نواءِ معارڪ),Munshi Atta Muhammad Shikarpuri,2005,منشي عطا محمد شڪارپوري (مترجم نياز همايوني),Taazan maarkan jee tarikh,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san2020-301,برساتن لاءِ ڪهڙا بارڊر,Piyaro Shewani,2016,پيارو شواڻي,Barsatan Lae KehRa Border,"Utsah Publication, Tharparkar.",sindhi,,
san2020-46,آتم ڪٿا (ڀاڱو ٽيون),Amar Jaleel,2016,امر جليل,Aatam Katha (Vol. 3),"Kaachho Publications, Karachi.",sindhi,,
san2020-77,نئين سنڌ لاءِ جدوجهد,G. M. Syed,1989,جي ايم سيد,Naen Sindh Lae JidoJehad,"G.M.Syed Acadmey Sann district Dadu,Sindh.",sindhi,,
san_0063,جنس جي سائنسي ڄاڻ,Murtaza Dharejo,1991,مرتضى ڌاريجو,"""Jins jee Sciencee Jaan"" (a basic book on the human reproductive organs for adults)",Sindhica,sindhi,,
san_0076,تصوف جي تاريخ,Yusuf Saleem Chishti,2009,پروفيسر يوسف سليم چشتي (سنڌيڪار عبدلاجبار عبد),Tasawuf jee taareekh,Sindhica,sindhi,,
san_0087,سنڌي ادب جو فڪري پس منظر,Abdul Ghafoor Memon,2017,عبدالغفور ميمڻ,Sindhi adab jo fikri pasmanzar,Sindhi Language Authority,sindhi,,
san_0122,ماڊل گرل، محبت ۽ چترڪار (ڪهاڻيون),Ghulam Nabi Soomro,2017,غلام نبي سومرو,"Model Girl, Mohabat aeen Chiterkar [Stories]","Kavita Publications, Hyderabad.",sindhi,,
san_0124,کماچ (ناول),Akbar Soomro,2017,اڪبر سومرو,Khumaach,"Kavita Publications, Hyderabad.",sindhi,,
san_0434,سنڌي اخبارن جي ٻوليءَ تي سرسري نظر,Ali Ahmed Brohi,1995,علي احمد بروهي ۽ ٻيا,Sindhi akhbarun jee Bolia te sarsari nazar,Sindhi Language Authority,sindhi,,
san_0601,چار درويش,Imam Bakhsh Khadim,2005,امام بخش خادم,Chaar Darwesh,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0651,پيهي منجھ پاڻ (زندگيءَ جي بنيادي سوالن تي صوفياڻو بحث),Badar Abro,2012,بدر ابڙو,Pehi manjhi paan,"Kaachho Publications, Karachi",sindhi,,
san_0885,"هفتيوار ""برسات"" جلد 10، شمارو 71 (1982ع)",Yousif Shaheen,1982,يوسف شاهين,"Weekly ""Barsat"" (Vol 10, No 71)","Afro Asia Printing Press, Karachi.",sindhi,,
san_0907,سماجواد سلسلو نمبر 27 (اپريل-مئي 2017),Javed Rajpar,2017,جاويد راڄپر,Samajwad (April-May 2017),"Awami Workers Party, Hyderabad.",sindhi,,
san_0909,سماجواد سلسلو نمبر 15 (مئي-جون 2014),Shah Inayat,2014,شاھ عنايت,Samajwad (May-June 2014),"Awami Workers Party, Hyderabad.",sindhi,,
san2020-19,شاھ جو رسالو (غلام محمد شاهواڻي),Ghulam Muhammad Shahwani,1993,غلام محمد شاهواڻي,Shah jo Risalo,"Sindhica Academy, Karachi.",sindhi,,
san2020-191,گريناڊا ۾ عوام دشمن سازش (هڪ انقلاب جو سانحو),Mansoor,1984,منصور,Anti-People conspiracy in Grenada,Bilawal Lateef,sindhi,,
san2020-220,ڊاڪٽر اي. ٽي. آريارتني,Zafar Junejo,2002,ظفر جوڻيجو,Dr. A. T Ariyaratne,"TRD Publications, Hyderabad.",sindhi,,
san2020-226,ذلفي منهنجو دوست,Piloo Mody,2005,پيلو مودي (سنڌيڪار: حسين بادشاھ),Zulfi My Friend,"Roshni Publications, Kandiaro.",sindhi,,
san2020-234,ساهِتڪارن جون سُمرَتيون (يادگيريون),Professor Mangharam Malkani,1979,منگهارام ملڪاڻي,Sahitkaran jun Sumartyun,"Sindhi Times Publications, Ulhasnagar.",sindhi,,
san_0067,شيخ اياز جا تنقيدي مضمون,Sattar Pirzado,2018,ستار پيرزادو,Shaikh Ayaz ja tanqeedi mazmoon,"Department of Culture, Sindh.",sindhi,,
san_0073,سنڌي وياڪرڻ (چار ڀاڱا),Mirza Qaleech Baig,1996,مرزا قليچ بيگ,Sindhi wiyakaran (chaar bhanga),"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0078,جيتامڙي جي ڊائري,Dr. Sarla Devi,1982,ڊاڪٽر سرلا ديوي,JeetamiRay jee diary,Akbar Aashram Publications,sindhi,,
san_0304,سماج جا اڳواڻ (سماجي ترقيءَ جا شعبي جي ناميارن شخصيتن جا انٽرويو),Abdulsalam Salami,1999,عبدالسلام سلامي (سنڌيڪار شڪور نظاماڻي),Samaaj ja aGvaaN,"N.G.O Resource Centre, Karachi.",sindhi,,
san_0363,راج گھاٽ تي چنڊ (شاعري) 1987ع,Shaikh Ayaz,1987,شيخ اياز,Raaj ghaaT te chandru,New Fields Publications,sindhi,,
san_0401,فلسفي جو ابتدائي ڪورس 2006,Georges Politzer,2006,جارج پوليزر (سنڌيڪار محمد ابراهيم جويو),Falsafey Jo Ibtidai Course,"Roshni Publications, Kandiaro.",sindhi,,
san_0411,جھڙ نيڻان نہ لهي,Shaikh Ayaz,1989,شيخ اياز,JhuRRu neNaan na lahe,New Fields Publications,sindhi,,
san_0443,بند اکين ۾ آسمان (شاعري),Pushpa Vallabh,2010,پشپا ولڀ,Bund Akhiun Mein Aasman (Skies in Closed Eyes),"Marvi Publication, Karachi.",sindhi,,
san_0522,پليجو عوامي عدالت ۾,Unknown,1991,اڻڄاتل,Pallijo Awami adaalat mein,"Information Bureau, Awami Tahreek.",sindhi,,
san_0527,ڏکڻ مان ٿو اڀري سج (ناول),Krishan Chander,2013,ڪرشن چندر (سنڌيڪار سراج),Dakhan maan tho ubhrey siju,"Naon Niyapo Academy, Karachi.",sindhi,,
san_0565,سنڌي ادب جي مختصر تاريخ,Abdul Jabbar Junejo,1994,عبدالجبار جوڻيجو,Sindhi adab jee mukhtasir taareekh,"Roshni Publications, Kandiaro.",sindhi,,
san_0585,سماٽ,Dr. Allahrakhio Butt,2003,ڊاڪٽر الهرکيو ٻٽ,Samaat,"Gulshan Publications, Hyderabad.",sindhi,,
san_0594,هندو ڌرم سکيا,Unknown,2000,اڻڄاتل,Hindu dharam sikhya,Unknown,sindhi,,
san_0603,جهان آرا,Abdulrazak,1982,عبدالرزاق عبدالسلام,Jahaan Aara,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0607,واٽ ويندي (اخباري ڪالم),Ali Ahmed Brohi,1984,علي احمد بروهي,WaaTT wende,New Fields Publications,sindhi,,
san_0608,يادگيريون,Naaon Mal,1996,نائون مل,Yadgeeryon,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0821,سنڌي ٻوليءَ جي سکيا,Dr. Shamsudin Ursani,1986,ڊاڪٽر شمس الدين عرساڻي,Sindhi Bolia jee Sikhya,Yaadgaar Puublishers,sindhi,,
san2020-114,لطيفي لات,Mumtaz Mirza,2012,ممتاز مرزا,Lateefi Laat,"Department of Culture, Sindh.",sindhi,,
san2020-120,ڪتيم سڀ ڄمار,Shams Jaffarani,2015,شمس جعفراڻي,Katium Sabh Jamar,"Peacock Printers & Publications, Karachi",sindhi,,
san2020-129,ٿڪيائي ٿر ٿيلھ,Bakhshal Thalho,2015,بخشل ٿلهو,Thakyai Thar Thelh,"Aadarish Publication, Hyderabad.",sindhi,,
san2020-39,دولھہ دريا خان,Ghulam Mohammad Lakho,1990,غلام محمد لاکو,Doolah Darya Khan,,sindhi,,
san2020-75,سنڌي ڪهاڻيون,Amar Jaleel et al.,,امر جليل، قمرشهباز ۽ ٻيا,Sindhi Short Stories,Unknown,sindhi,,
san_0037,ناني سڦوران,Jawed Abbasi,1993,جاويد عباسي,Naani Saphooran,Sindhi Language Authority,sindhi,,
san_0138,يادون ۽ عڪس (ڪالم),Wishal Ameer,2009,وشال امير,Yadoon ain aksa,"Waaka Publications, Karachi.",sindhi,,
san_0165,تاج صحرائي (ڏاهو، محقق، تعليمدان ۽ عالم),Aijaz Qureshi,2011,اعجاز قريشي,Taj Sahrai,"Manchhar Publications, Dadu.",sindhi,,
san_0169,الوداعي گيت,Shaikh Ayaz,1998,شيخ اياز,Alwdaai Geeta,New Fields Publications,sindhi,,
san_0172,سر لوهيڙا ڳڀيا,Shaikh Ayaz,1993,شيخ اياز,Sara loheeRa Gabhya,New Fields Publications,sindhi,,
san_0178,جامع سنڌي لغات (جلد چوٿون) (س - ڪ) 2007ع,Dr. Nabi Bux Baloch,2007,ڊاڪٽر نبي بخش بلوچ,A Comprehensive Sindhi Dictionary Of Classical & Current Sindhi (Vol. IV),"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0184,خلافت تحريڪ ۽ جي ايم سيد (تاريخي دستاويز),Azad Qazi,2012,آزاد قاضي,Khilafat Tahreek ain G. M. Syed,"G. M. Syed Foundation, Karachi.",sindhi,,
san_0200,ٻوليءَ سندا ٻول (سنڌي ٻوليءَ جي گھڻ معنائي لفظن ۽ پهاڪن جي تشريحي لغت),Shaheed Soomro,2005,شهيد سومرو,Bolia sanda Bola,Sindhi Language Authority,sindhi,,
san_0249,ڳالهيون منهنجي ڳوٺ جون (آتم ڪهاڻي),Gobind Malhi,1987,گوبند مالهي,Gaalihiyon munhinje gotha joon,,sindhi,,
san_0481,خواب اکين جي شاعري,Sanobar Syed,1993,صنوبر سيد,Khuwab akhyen jee shairee,"New Thinkers Forum, Hyderabad.",sindhi,,
san_0493,مرشد جو نينهن ۽ نياپو,Khalil Jibran,1993,خليل جبران (سنڌيڪار م۔ ن۔ محزون),Murshid jo neenhun ain niyapo,"Sindhi Saahat Ghar, Hyderabad",sindhi,,
san_0764,جامع سنڌي لغات (جلد پهريون) (ا - ٻ) 2007ع,Dr. Nabi Bux Baloch,2007,ڊاڪٽر نبي بخش بلوچ,A Comprehensive Sindhi Dictionary Of Classical & Current Sindhi (Vol. I),"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0694,پرمانند ميوارام (سنڌي نثر ۽ لغت نويسيءَ جو ماهر),Inam Shaikh,2017,انعام شيخ,Parmanand Mewaram,Sindhi Language Authority,sindhi,,
san_0731,وتايو فقير (سوانحي خاڪو هم سخن ۽ سندس ڏاهپ وارا ڏس),Danish Nawaz,2015,دانش نواز,Vataayo [Wataayo] Faqeer,Shah Latif Kitab Ghar,sindhi,,
san2020-246,رواداري (منتخب دستاويزن ۽ تحريرن جو مجموعو),Azad Bukhari,2006,آزاد بخاري,Rawaadaari,Democratic Commission for Human Development,sindhi,,
san2020-288,ديوان ڏيارام ڄيٺمل (جيون چرتر),Khanchand Partabrai,1917,خانچند پرتابراءِ,Deevan Diyaram Jethmal (Biography),"R. H. Advani & Co., Hyderabad.",sindhi,,
san2020-54,گرهوڙيءَ جون پيشن گوئيون,Makhdoom Abdul Raheem Girhori,2014,مخدوم عبدالرحيم گرهوڙي,The Predictions of Girhori,Roze Dhani Research Academy,sindhi,,
san2020-86,فاتح مُرڪَ (ايم آر ڊي تحريڪ جي پسمنظر ۾ لکيل ناول),Javed Soomro,2011,جاويد سومرو,"""Faateh Murk"" (Novel)",Sindhica,sindhi,,
san2020-87,ڇپر جا سونهان ( فقير محمد لاشاري: شخصيت ۽ چونڊ لکڻيون),Noor Ahmed Memon,1994,نور احمد ميمڻ,Chhapar Ja Soonhaan,"Sindhica Academy, Karachi.",sindhi,,
san2020-96,پکن جي پريت ۽ پيار(ناول),Kala Parkash,1999,ڪلا پرڪاش,Pakhan Ji Preet Ain Piyar,"Sangam Publications, Karachi.",sindhi,,
san_0151,جادو ۽ سائنس (جلد ٽيون),Sir James George Frazer,1959,سر جيمس جارج فريزر (سومار علي م. سومرو),Jaadu ain Science (Juld 3) [The Golden Bough: A Study in Comparative Religion],"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0157,ڪونجون ڪرڪن روهه تي,Shaikh Ayaz,1997,شيخ اياز,Koonjoon karkan roha te,New Fields Publications,sindhi,,
san_0280,آئون بہ جاڳي پوندس - جمال ابڙو,Jamal Abro,2009,جمال ابڙو (سهيڙيندڙ بدر ابڙو),"""Aaoun bi Jaagi Pawandus"" (Life and Work of Jamal Abro)",Sindhica,sindhi,,
san_0352,موهن جو دڙو ( پراچين سڀيتا نئين تهذيب جي دائري ۾),Khalil Moriani,2011,خليل مورياڻي,Mohen-jo-Daro,"Sindh Adabi Academy, Karachi.",sindhi,,
san_0416,حيدر بخش جتوئي,Sohail Sangi,1990,سهيل سانگي,Haidar Bakhsh Jatoi,"Department of Culture, Sindh.",sindhi,,
san_0453,رسالو سچل سرمست (سنڌي ڪلام),Sachal Sarmast (compiled by Usman Ali Ansari),1997,سچل سرمست,Sachal jo Risalo,"Roshni Publication, Kandiaro",sindhi,,
san_0465,گيتانجلي [گيتَ اَنجَلي] 2007,Rabindranath Tagore,2007,رابندر ناٿ ٽئگور (سنڌيڪار ڊاڪٽر گل بليدي),Gitanjali,"Roshni Publications, Kandiaro.",sindhi,,
san_0487,قومون ۽ قومي آزاديءَ جي تحريڪ,Viktor G. Afanasyev,1986,وڪٽر جي افاناسيئيف,Qoumuun ain qaumi aazadia jee tahreek,"Naeen Dunya Publications, Shikarpur.",sindhi,,
san_0491,وتائي فقير جا ڀوڳ چرچا,Mohammad Saleh Khuhro,2007,محمد صالح کهڙو,Wataee Faqeer ja bhoG charcha,Shah Latif Kitab Ghar,sindhi,,
san_0512,سنڌ جو بمبئي کان جدا ٿيڻ,Jamshed Mehta,1987,جمشيد مهتا,Sindh jo Bumbai khaan juda thiyaN,"Gulshan Publications, Hyderabad.",sindhi,,
san2020-298,صوفي لا ڪوفي,Allama I. I. Qazi,1995,علامه آءِ آءِ قاضي,Sufi La Kufi,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0080,پليجي جا پرڪار,Sufi Huzoor Bakhsh,2000,صوفي حضور بخش آزاد قاضي ۽ رحمت الله,Palije ja pirkaar,Sindh Inqilabi Fikri Forum,sindhi,,
san_0102,تبديليءَ جو پٿر (جيون سفر),Geeta Sindhi,2008,گيتا سنڌي,Tabdeelia jo pathar,"""Dalit Awaz"" Publications, Chelhar.",sindhi,,
san_0523,جديد ادب جو تجزيو,Taj Baluch,2014,تاج بلوچ,jadeed adab jo tajziyo,"Sojhro Publications, Karachi.",sindhi,,
san_0581,قاضي قادن جو ڪلام (سنڌ ۾ ان جو اڀياس),Heero Thakur,1996,هيرو ٺڪر,Qazi Qadan jo kalaam,"Roshni Publications, Kandiaro",sindhi,,
san_0587,رڳون ٿيون رباب (شاعري),Dr. Tanveer Abbasi,1979,تنوير عباسي,Ragoon thinyoon rabaab,"Aagam Publishing Agency, Hyderabad",sindhi,,
san2020-149,تو جنين جي تات (11 سنڌي ڪهاڻيون),Sundri Utamchandani,1983,سندري اتمچنداڻي,To Janeen jee taat (11 Short Stories),"Azmat Adabi Academy, Hyderabad.",sindhi,,
san2020-16,يوناني ڏند ڪٿائون,Yousaf Shaheen,1989,يوسف شاهين,Unani Dand Kathaaon,"Sungum Publication,Karachi.",sindhi,,
san2020-165,سنڌي ادب جو مختصر جائزو,Akbar Laghari,2012,اڪبر لغاري,Sindhi Adab Jo Mukhtasir Jaizo,"Roshni Publication, Kandiaro.",sindhi,,
san2020-17,پير حسام الدين شاھ راشدي,Fahmida Hussain,1990,فهميده حسين,Pir Hasam uddin Shah Rashdi,"Department of Culture, Sindh.",sindhi,,
san2020-121,ڄاڻ (پاڪ ڪتاب قرآن مجيد مان ورتل),Sultan Ahmed Abbasi,2012,سلطان احمد عباسي,JaaN (Pak Kitab Quran Majeed Maan Wartal),"Salam Printers and Publishers, Hyderabad.",sindhi,,
san2020-13,جنگ ۽ انسان (ناوليٽ),Mikhail Sholokhov,1983,ميخائيل شولوخوف (سنڌيڪار عمر),Fate of a man (Novelette),"Azmat Adabi Academy, Hyderabad.",sindhi,,
san2020-218,جي ايم سيد (رني ڪوٽ کي نروار ڪندڙ),Azad Qazi,2010,آزاد قاضي,G. M. Sayed (Rani Kot Khe Nirwaar KandaR),"Marvi Academy, Hyderabad.",sindhi,,
san2020-222,ٽيون نسل (ڪهاڻيون),Imdad Rind,2018,امداد رند,Tiyon Nasal,"Sip Publication, Nawabshah.",sindhi,,
san2020-223,تحفة الڪرام,Mir Ali Sher Qaune Thattvi,1994,مير علي شير قانع ٺٽوي,Tuhfat-ul-Karaam,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san2020-228,محمد عثمان ڏيپلائي ۽ سندس ڊراما نگاري,Shafi Muhammad Chandio,2016,شفيع محمد چانڊيو,Muhammad Usman Deeplai aein Sandas Drama Nigari,"Shaheed Mir Imdad Chandio Yadgaar Committee, Hyderabad.",sindhi,,
san2020-229,ڪرامازوف ڀائر (ڀاڱو پهريون),Fyodor Dostoevsky,2005,فيودور دوستووسڪي (سنڌيڪار: احسان بدوي),The Brothers Karamazov (Part I),"Sindhi Adabi Board, Jamshoro.",sindhi,,
san2020-27,ديوان مير,Mir Ghulam Ullah Khan Talpur,1990,مير غلام الله خان ٽالپر,Diwan e Mir,"New Green Printers, Hyderabad",sindhi,,
san2020-273,سنڌي ٻوليءَ کي للڪار,Umar Memon,1984,عمر ميمڻ,Sindhi Bolia khe lalkaar,"Azmat Adabi Academy, Hyderabad.",sindhi,,
san2020-302,مارڪسزم ڇا آهي؟,Emile Burns,2016,ايمل برنس (سنڌيڪار لطيف لغاري),Marxism Chha Ahy?,"Aadarish Publication, Hyderabad.",sindhi,,
san2020-42,ڀنڀور ۽ ديبل (ڀنڀور نيشنل سيمينار 83ع ۾ پڙهيل مقالا),Abdul Qadir Mangi,1993,عبدالقادر منگي,Bhambore ain Daibul,Thar Publications,sindhi,,
san2020-63,سنڌي ٻوليءَ جو صرف ۽ نحو (ڀاڱو ٻيون),Wahid Bakhsh Shaikh,1986,واحد بخش شيخ,Sindhi bolia jo sarf ain nahoo,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san2020-68,مضمون ۽ مقالا: علامہ عمر بن محمد دائودپوٽو,Khanum Khadija Daudpoto,1978,خانم خديجه دائودپوٽو,Mazmoon ain Maqala (Allama Umar bin Mohammad Daudpoto),Bhit Shah Saqafati Markaz,sindhi,,
san_0022,سياڻو گدڙ,Abdul Rahman Jatoi,1998,عبدالرحمان جتوئي,Siano GiddaR,Mehran Academy,sindhi,,
san_0036,مخدوم بلاول,Ghulam Mustafa Memon,1990,غلام مصطفيٰ ميمڻ,Makhdoom Bilawal,"Department of Culture, Sindh.",sindhi,,
san_0043,مرزا قليچ بيگ,Nawaz Ali Shauq,1993,نواز علي شوق,Mirza Qaleech Baig,"Department of Culture, Sindh.",sindhi,,
san_0171,جر-ڏيئا جھمڪن (نثري نظم، جاچنائون، ويچار ۽ چوڻيون),Shaikh Ayaz,1993,شيخ اياز,Jar Deea jhamkan,New Fields Publications,sindhi,,
san_0387,ٽيون وجود,Amar Jaleel,1998,امر جليل,Tiyon Wajood,"Roshni Publications, Kandiaro.",sindhi,,
san_0399,ماءُ,Maxim Gorky,1986,ميڪسم گورڪي (سنڌيڪار محمد عثمان ڏيپلائي),Mau (Mother),"Roshni Publications, Kandiaro.",sindhi,,
san_0421,منهنجو تخليقي سفر (ڪهاڻيون، تحريرون، تقريرون، انٽرويوز ۽ انڊيا جو سفر),Khairun-Nisa Jafery,1992,خير النساءِ جعفري,Munhunjo Takhleeqi Safar (My Literary Endeavours),Sindhica,sindhi,,
san_0553,ملا نصيرالدين,Darwesh Dadvi,2003,درويش دادوي,Mulla Naseer-ud-din,Sindh Book Club,sindhi,,
san_0617,اسان جي آزادي,Maulana Abulkalam Azad,2003,مولانا ابوالڪلام آزاد (سنڌيڪار جاويد ميمڻ),Asaan jee aazadi,Sindhica,sindhi,,
san_0634,مٽي هاڻا ماڻهو,Franz Fanon,1999,فرانز فينن (سنڌيڪار عبدالواحد آريسر),Mitti haNa maNRHoon,New Fields Publications,sindhi,,
san_0665,فري ٿنڪرز مئي 2011,Shafqat Qadri,2011,شفقت قادري,Free Thinkers (May 2011),"Free Thinkers Forum, Hyderabad.",sindhi,,
san_0729,سنڌي صورتخطي (نئين سر وڌيڪ سڌاريل ۽ وڌايل),Dr. Ghulam Ali Allana,1993,ڊاڪٽر غلام علي الانا,Sindhi Soratkhati (Sindhi Alphabet),Sindhi Language Authority,sindhi,,
san_0745,شاھ لطيف جي موسيقي,Dr. Durr e Shahwar Syed,1992,ڊاڪٽر درشهوار سيد,"""Shah Latif Jee Mooseeqi"" (Music of Shah Latif)","Shah Abdul Latif Chair, Karachi.",sindhi,,
san_0093,شوڪت سنڌي,Aijaz Qureshi,2005,اعجاز قريشي,Shaukat Sindhi,"Manchhar Publications, Dadu.",sindhi,,
san_0118,مون سين هلي سا.... (شاعري),Faheem Abbasi,2007,فهيم عباسي,Muun seen hale saa ....,Unknown,sindhi,,
san_0229,چنڊ ڳليون (شاعري),Shaikh Ayaz,1995,شيخ اياز,Chandra Galiyoon,New Fields Publications,sindhi,,
san_0244,جامع سنڌي لغات (جلد ٽيون) (ڇ - ز) 2007ع,Dr. Nabi Bux Baloch,2007,ڊاڪٽر نبي بخش بلوچ,A Comprehensive Sindhi Dictionary Of Classical & Current Sindhi (Vol. III),"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0271,ڳائي پيو جاڳائي پيو (شاعري),Ustad Bukhari,1999,استاد بخاري,"Gaee piyo, Jagaee piyo","Roshni Publications, Kandiaro.",sindhi,,
san_0474,اخلاق ۽ ڪردار,Dr. Shamsudin Ursani,1969,ڊاڪٽر شمس الدين عرساڻي,Ikhlaaq ain Kirdaar,"Aina e Adab Publications, Hyderabad.",sindhi,,
san_0504,مهاڀارت راج گوپال آچاري (سنڌيڪار تاراچند),Raaj Gopal Aachari,1980,راج گوپال آچاري (سنڌيڪار تاراچند),Mahabharat,"Amar Lok Publications, Karachi.",sindhi,,
san_0509,باباءِ سنڌ جي سنڌ لاءِ جدوجهد جو تاريخي ۽ معلوماتي جائزو,Ghulam Hussain Soomro,1973,غلام حسين سومرو,Baba e Sindh ji Sindh lai jadojad,"Sindh Hari Committee, Hyderabad.",sindhi,,
san_0782,جديد سياست جا نَوَ رتن,G. M. Syed,2013,جي ايم سيد,Jadeed siyasat jaa nau ratan,"G. M. Syed Academy, Sann.",sindhi,,
san_0785,شيخ اياز: صدين جي صدا,Agha Saleem,2005,آغا سليم,Shaikh Ayaz: Sadiyun jee sada,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0797,هارين جا گيت,Taj Marri,1984,تاج مري,Haariyun jaa geeta,Unknown,sindhi,,
san_0831,سونهن،عشق ۽ سنسار,Inam Shaikh,1998,انعام شيخ,"Soonhan, Ishq ain Sansaar","Sindh Publishing House, Karachi.",sindhi,,
san_0849,ٽماهي مهراڻ (آڪٽوبر-ڊسمبر 1978),Imdad Hussaini,1978,امداد حسيني,Mehran Quarterly October-December 1978,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0853,ٽماهي مهراڻ (اپريل-جون 1978),Imdad Hussaini,1978,امداد حسيني,Mehran Quarterly April-June 1978,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0895,هلال پاڪستان مئگزين (سيپٽمبر 1983ع),Faqeer Mohammad Lashari,1983,فقير محمد لاشاري,Halal Pakistan Magazine (September 1983),"Shaikh Sultan Trust, Karachi.",sindhi,,
san2020-130,جڙيو جيون جن,Yar Mohammad Shah,2011,يار محمد شاھ,JaRyo Jeewan Jin,"Sindhi Sahat Ghar, Hyderabad.",sindhi,,
san2020-221,جيل جا ڏينهن جيل جون راتيون,Ismail Rahoo,2008,محمد اسماعيل راهو,Jail Ja Deenhan Jail Jon Ratiyoon,"Sindhica Academy, Karachi.",sindhi,,
san2020-240,سنڌ ۽ پاڪستان جو رياستي نظام,Fazul Suleiman Kazi,2014,فضل سليمان قاضي,Sindh ain Pakistan jo riyasati nizaam,"Kavita Publication, Hyderabad.",sindhi,,
san2020-275,ناميارا سائنسدان جلد 2,Qazi Manzar Hayat,2009,قاضي منظر حيات,Namyara Sciensdan (Vol. 2),"Sindhi Language Authority, Hyderabad.",sindhi,,
san2020-282,سنڌ جي درٻار,James Burns,2006,سنڌيڪار محمد حنيف صديقي,Sindh Jee Darbbar,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san2020-52,سنڌي ادب جي ارتقائي تاريخ (نثري ادب),Dr. Shamsudin Ursani,2009,ڊاڪٽر شمس الدين عرساڻي,Sindhi adab jee irtiqaai tareekh,"Osar Peerhka, Hydeabad.",sindhi,,
san2020-67,ڀٽائيءَ جو رهاڻيون,Hotchand Moolchand Gurbakhshani,2002,هوتچند مولچند گربخشاڻي,Bhitai-a Joon Rehanyoon,"Sindhica Academy, Karachi",sindhi,,
